"ip::106.75.148.181","ip","106.75.148.181","75","high",100,1228,64,"sender0014.lwq22.cn","CN"
"ip::106.75.165.79","ip","106.75.165.79","75","high",100,1225,68,"uvygkqd.cn","CN"
"ip::106.75.154.105","ip","106.75.154.105","75","high",100,1363,78,"rmpzblp.cn","CN"
"ip::116.142.86.70","ip","116.142.86.70","75","high",100,489,212,"70.86.142.116.adsl-pool.jlccptt.net.cn","CN"
"ip::85.30.248.213","ip","85.30.248.213","75","high",100,723,175,"broadband-85-30-248-213.ip.moscow.rt.ru","RU"
"ip::58.251.252.112","ip","58.251.252.112","75","high",100,473,209,"reverse.gdsz.cncnet.net","CN"
"ip::106.75.147.73","ip","106.75.147.73","75","high",100,1267,70,"ao8az8.shop","CN"
"ip::94.251.77.40","ip","94.251.77.40","75","high",100,761,137,"host-94-251-77-40.bbcustomer.zsttk.net","RU"
"ip::46.48.66.253","ip","46.48.66.253","75","high",100,1082,92,"46.48.66.253-fttb.planeta.tc","RU"
"ip::42.233.33.162","ip","42.233.33.162","75","high",100,698,109,"hn.kd.ny.adsl","CN"
"ip::106.75.138.227","ip","106.75.138.227","75","high",100,1360,71,"net-mkting.com","CN"
"ip::185.116.161.213","ip","185.116.161.213","74","high",100,3194,24,"static.213.161.116.185.clients.irandns.com","IR"
"ip::1.95.194.223","ip","1.95.194.223","73","high",100,231,127,"ecs-1-95-194-223.compute.hwclouds-dns.com","CN"
"ip::213.232.126.39","ip","213.232.126.39","73","high",100,322,157,"static.213-232-126-39.client.novinhost.org","IR"
"ip::87.76.4.158","ip","87.76.4.158","73","high",100,464,151,"pppoe-87-76-4.158.evolife.su","RU"
"ip::185.88.176.214","ip","185.88.176.214","73","high",100,481,102,"pro.tikahost.com","IR"
"ip::212.12.24.98","ip","212.12.24.98","73","high",100,612,74,"rev-98-24-12-212.tula.net","RU"
"ip::117.50.187.164","ip","117.50.187.164","73","high",100,234,111,"ucrnjyv.cn","CN"
"ip::106.75.139.20","ip","106.75.139.20","73","high",100,888,75,"cw-iiot.cn","CN"
"ip::85.95.183.178","ip","85.95.183.178","73","high",100,519,30,"85-95-183-178.saransk.ru","RU"
"ip::82.208.122.95","ip","82.208.122.95","73","high",100,537,84,"82-208-122-95.static.mts-nn.ru","RU"
"ip::83.147.255.7","ip","83.147.255.7","73","high",100,211,101,"hissingcalendar.ptr.network","RU"
"ip::78.139.67.57","ip","78.139.67.57","73","high",100,526,69,"57-67-139-78.kamensktel.ru","RU"
"ip::37.202.239.11","ip","37.202.239.11","73","high",100,588,64,"37-202-239-11.shatel.ir","IR"
"ip::37.205.80.235","ip","37.205.80.235","73","high",100,843,96,"host-37-205-80-235.bbcustomer.zsttk.net","RU"
"ip::45.131.46.137","ip","45.131.46.137","73","high",100,492,111,"sjs.ce","RU"
"ip::95.79.27.174","ip","95.79.27.174","73","high",100,548,71,"95x79x27x174.static-business.nn.ertelecom.ru","RU"
"ip::130.185.76.118","ip","130.185.76.118","73","high",100,312,169,"ptr.iica.ir","IR"
"ip::106.75.241.127","ip","106.75.241.127","71","high",100,218,27,"ytyctrk.cn","CN"
"ip::176.62.84.105","ip","176.62.84.105","71","high",100,223,37,"host105.net176-62-84.omkc.ru","RU"
